ratings,working_dates,review_headlines,review_links,author_job_titles,review_pros,review_cons
5.0,"Current Employee, more than 10 years",Awesome company to work for,/Reviews/Employee-Review-Accenture-RVW61346241.htm,"Mar 17, 2022 - Senior Manager","What has kept me at Accenture 10+ years is the Opportunities they offer. As a global company, there is always something new. Your project can change much more often than other companies, and that keeps me challenged & continuously learning. I have been able to accumulate tons of experience, all with the same company. They look for similar skills that can be applied in different areas, which allows for that growth. Most companies will not do that, and expect you to have exact experience to try new roles/areas. But with that old school methodology, you'd essentially have to start at the bottom with any change of industry. At Accenture they look for the likenesses they can apply for you to be successful in the new role, which is quite different. I also love their initiatives and engagement events aimed towards Inclusiveness & Diversity. It's a real thing at our company, and I see the programs and the initiatives to push for equal opportunity.","The con's that people may see with our company are the immense amount of learnings required. Accenture is very big on continuous learning and ensuring their employees are up to date on Technology and the 'next big thing', like AI and Block Chain. That may not be a priority for everyone in the world and that may not fit well with a person's mind set when looking for a job. But it's important for all of us to stay relevant in our industry and we know we have to continuously grow with our skills and ideas. It is something I explain to anyone I interview externally."
5.0,"Current Employee, more than 10 years",best company,/Reviews/Employee-Review-Accenture-RVW61480539.htm,"Mar 20, 2022 - Associate Manager",none,none
5.0,"Current Employee, more than 3 years",Digital Strategy Consultant,/Reviews/Employee-Review-Accenture-RVW61482027.htm,"Mar 20, 2022 - Digital Strategy Consultant",none,none
4.0,"Current Employee, more than 1 year",Mixed feelings,/Reviews/Employee-Review-Accenture-RVW62197282.htm,"Apr 3, 2022 - Technology Senior Analyst","Good salary, benefits, experience... work/life balance depends on how much effort you put to have yourself as priority.","Project search is really stressful, and the guidance you receive from career counselor or talent fulfillment don't really help you at all."
2.0,"Current Employee, more than 3 years",Not an Innovative Company,/Reviews/Employee-Review-Accenture-RVW62202925.htm,"Apr 3, 2022 - Senior Manager","Good pay, good benefits, lots of training opportunities, huge network to draw on.","Terrible at innovation, much better at turn-the-crank, keep-the-lights-on operations type work (or selling the same solution over and over, e.g., data migration). Looking for your next project is all about networking, so basically like looking for a new job. And while the individuals are generally good, the company as a whole is not (culture problems, lying about motivations, handling HR issues, etc.)"
1.0,"Current Employee, more than 8 years",Overcrowded body shopping company in it's core with posh appearance and luxury talks,/Reviews/Employee-Review-Accenture-RVW63091560.htm,"Apr 21, 2022 - Analytics Associate Manager","* If you want to enjoy easy life, get decent pay, can sugar coat everything you say, be polite to Sr. Management, do what you're told.. then this is THE PLACE to be. Accenture will be a paradise for you. Stay here and retire with lots of benefits like discounted company shares, 401K etc. etc. 

* If you know how to work 'smart'. Be in the right place at the right time in front of right people and take the credits, you will go to senior management and leadership. Once you become Sr. Manager, your life is set. You have no targets, no obligations to fulfill. You can literally spend you days at the beach for next 10 years and retire with fantastic savings and benefits by the end of your career. But to get there, you have to do a lot of course!","I am obviously sharing my personal view and my perspective after working for 7 years here. I am writing things being unbiased and true to my heart: 

* In it's core, Accenture is a service-based, head-count based, body-shopping company with posh appearances and luxury talks about technology, data analytics, machine learning, automation and AI.

* At high level, Accenture is a company led by a CEO who clearly is a misandrist or more accurately, a female chauvinist. I'm all for gender equality. However, you can't penalize hard-working, talented, motivated men in the name of women empowerment. She did that and it simply created a toxic environment. Her new policies have caused a lot of friction and insubordination in every team across the org. Her impulsive and pre-matured decisions while making new policies clearly lacking proper strategy will cost everyone sailing in this gigantic, over-crowded ship. Not only employees but also their families suffer due to her recent changes.

* For talented, growth oriented, career focused people, know that Accenture is filled with old, tired, lethargic, non-upgraded leaders who are full of politics and ride their high horses. They are neither result-oriented nor growth oriented. They get their fat bonus and company shares and are happy playing golf on weekends.

* It's an over-crowded chaos. (700K+ employees worldwide). You being the primary controller of your destiny is a far fetched idea. 

* 5% of people are those who actually work and earn the bread for the company and 80% are unproductive leads, Managers, Sr. Managers, leaderships, HR overheads, process facilitators, talent specialists, travel agents etc.. who do less than a post-man and just send e-mails from end point to other. Yes. They'll take credit for sure. Rest 15% are floating pool who keep getting hired (with anticipation of new projects) and fired (when the new projects aren't signed)

* Heavily hit by recent attrition trend. I'm not kidding but literally there are more managers than workers. Work of 1 person is showcased by 10 people as 'their' work in 10 different places. 1 person had one career-counsellor manager, one project manager, HR manager and one people manager and sometimes an onshore and offshore manager! So totally 4 to 5 managers for 1 worker! This is REALITY. I am not joking. You are better off free-lancing than being here. At least there, you will be in control of your actions and consequences. 

* Company talks about 'equality' but higher positions get business class treatment and lower position gets economy class treatment. Lower positions are shown their place even for basic social necessities like health insurance. A senior official who can afford more gets higher coverage for less cost but a fresher gets less coverage for high premium! So much for equality! 

* All in all, it's a good pit-stop destination if you're a fresher. If you are serious about learning and growing, stay away. It's a TRAP. Once you spend more than 3 years here, you are stuck for lifetime! You won't be up-to market standards and won't have latest skills and hence can't jump this toxic org. 
 
* Special mention to senior managers from 'Indian-origin' and their hierarchical, age-old mindset of boot polishing!. I would stay as far away as possible. They bring poor people from third world countries to the US with high aspirations and promises, suck the life out of them and use them until they can take the 'credits' but also expect them to be 'grateful'. They are thrown away if they ever ask for good bonus, fair rewards or recognition. (of course like any other IT company). So, most of the people you would interact on a daily basis are passive aggressive, stressed, poor, low-self-esteem people who are probably struggling with a side hustle along with their full-time job. You would initially get a over-humble response but later regret being in this org. (happens all the time in every project) 

* Basically, everyone I've met here is unhappy. But they put up a big smile cuz they have to!. They have given a part of their life for accenture and now they want to sit back, relax, attend meetings, talk about their cute dogs and exotic cuisine and have their pay-checks coming. So, imagine your fate if you actually want to learn and grow! 

* Diversity is highly advertised but followed only on postures and bill boards. Institutional racism is clearly visible and felt but of-course as it happens to only non-privileged people, everyone would say it's not real and just a mind-set.

* If you are in the US, if you're an out-sider, you get condescended by the locals. If you're a local, you get to work with people who know nothing about US life or work culture. It's a thorn with pointy end on both sides! 

* The list goes on if I have to rant and nit pick; bottom line is. In every service-based org, your experience and luck depends on what kind of project and which team you'll end up after a year or 2. 
Sometimes it can be good but most of the time, with a mammoth sized org which keeps acquiring new orgs and builds toxic work culture, it's not good for talented people. 
Use the points above and choose wisely!"
5.0,Current Employee,Great company to work for and start a career at,/Reviews/Employee-Review-Accenture-RVW61444636.htm,"Mar 19, 2022 - Product Manager",none,none
5.0,Current Employee,Great company to work for.,/Reviews/Employee-Review-Accenture-RVW61403967.htm,"Mar 18, 2022 - Analyst",none,none
3.0,Current Employee,Great work culture,/Reviews/Employee-Review-Accenture-RVW62154455.htm,"Apr 1, 2022 - Senior Analyst",none,none
3.0,"Current Employee, more than 1 year",Amazing People,/Reviews/Employee-Review-Accenture-RVW62165960.htm,"Apr 2, 2022 - Consultant",The people and the work are both amazing!,Lots of travel and work-life challenges
5.0,Current Employee,cool,/Reviews/Employee-Review-Accenture-RVW61347860.htm,"Mar 17, 2022 - Engineer",none,none
4.0,"Current Employee, more than 3 years","Got the promotion, but they gave it to a coworker",/Reviews/Employee-Review-Accenture-RVW62076681.htm,"Mar 31, 2022 - Senior Analyst","This company is massive, some might say too big, but there's a lot of benefits to working for a giant. In my particular situation, it's nice to be able to work globally and remotely. I get to meet really cool people and work on some cool stuff. The pay is good and the benefits are solid.","There can be too many moving parts and often times this leads to things being overlooked. There's also a lot of growth happening so you have to kind of find your own way most of the time and since I was just thrown into an entirely new role, this is challenging. Especially since it's a role that I didn't plan to move into. Management hasn't been very helpful with the transition either because they are all hyper-focused on the process changes and I'm not looped into those conversations at all, so I'm on my own.

Being told I was getting one role for months --> then hearing we didn't have the budget for the new role --> hearing there's another role with equitable compensation that I can move into and then seeing the original role given to a coworker was disheartening and really damaged my perception of how Accenture values it's people. Considering that's a core value of Accenture, I figured they would treat one of their more senior people on this particular project with a little more respect/compassion."
4.0,Current Employee,Good place,/Reviews/Employee-Review-Accenture-RVW62077492.htm,"Mar 31, 2022 - Marketing Manager",none,none
5.0,"Current Employee, more than 1 year",Excellent place with progressive ideas and great teamwork,/Reviews/Employee-Review-Accenture-RVW60926479.htm,"Mar 10, 2022 - Management Consultant","Teamwork
High caliber colleagues
Great money
Ability to rise
Lots of training and documentation, etc.",Experience with management can vary practice to practice- mine is excellent and the best boss I have ever had
5.0,"Current Employee, more than 3 years",Great work culture and benefits,/Reviews/Employee-Review-Accenture-RVW61336700.htm,"Mar 17, 2022 - Management Consulting Manager","- Colleagues are collaborative in an environment that encourages diversity& inclusion
- Flexibility to be at client site or work from home is available and there are no issues around hours you work as long as you deliver for most projects
- Employee Stock Purchase Plan 
- Sponsored trainings and certifications for cutting edge technology",- Some projects can require extremely long work hours and even the flex time does not make up for the exhausting hours but this generally occurs with poor planning (not that often)
4.0,"Current Employee, more than 10 years",Growing and fast paced,/Reviews/Employee-Review-Accenture-RVW62033824.htm,"Mar 30, 2022 - Associate Director",Leading edge end to end capability. Multiple places to make your mark and grow.,"Long hours, fast paced and demanding."
4.0,Current Employee,Solid Place to Start Career and Build Skillset,/Reviews/Employee-Review-Accenture-RVW62035871.htm,"Mar 30, 2022 - Senior Technology Analyst",none,none
4.0,"Current Employee, more than 1 year",2 years in,/Reviews/Employee-Review-Accenture-RVW62042105.htm,"Mar 30, 2022 - Senior Analyst",Not bad for a first job out of college. Good Pay. Good WLB. Remote 100%,Managers and higher lacks some degree of empathy and leadership
3.0,"Current Employee, less than 1 year","Good for experience, maybe not log term",/Reviews/Employee-Review-Accenture-RVW62072205.htm,"Mar 31, 2022 - Platform Experience Associate",none,none
5.0,"Current Employee, more than 1 year",Amazing Company,/Reviews/Employee-Review-Accenture-RVW61224433.htm,"Mar 15, 2022 - Tech Consultant",none,none
5.0,"Former Employee, more than 10 years",Great Organization,/Reviews/Employee-Review-Accenture-RVW61230142.htm,"Mar 15, 2022 - Senior Manager","- Opportunity to learn
- Culture & Values
- Benefits (401K, ESPP)
- Challenging work","- Compensation (especially for workforce on visa) is far too below average
- Bonuses are not inline with consultancy indrustry"
5.0,Current Employee,Good Work Place,/Reviews/Employee-Review-Accenture-RVW61237911.htm,"Mar 15, 2022 - Senior Technical Consultant",Collaborative workspace. Good communication work life balance,"Enjoy communities, social events is fun and enjoyable."
4.0,"Current Employee, less than 1 year",Great if you get a project that aligns with your aspirations,/Reviews/Employee-Review-Accenture-RVW61820557.htm,"Mar 26, 2022 - Associate Software Engineer","Great benefits (both the Vision and Dental get a lot of comments on how good the insurance is)
Lots of opportunities to learn
Work from home (at least for now)
Great if you end up in the role that you were hired for and actually wanted - I did and I am happy! Others not so much.
401k match 6% dollar for dollar once you've reach the year and then the start date (January and maybe other time in the year?)
15% off Accenture Stock (ESPP)","People get hired for a specific role, but what they don't tell you is that you have to apply internally and may end up in some other role
Recruiters tell you what you want to hear about salary but realize when they say the next level is X amount - that means people being hired at that upper level start at that amount and that isn't what you will be making when you level up...
No 401k match until January after my start date even though I was told it would be at the 1 year anniversary date."
3.0,"Current Employee, more than 8 years",review,/Reviews/Employee-Review-Accenture-RVW61953706.htm,"Mar 29, 2022 - Project Manager",none,none
5.0,"Former Employee, more than 1 year",Great Company to Work for,/Reviews/Employee-Review-Accenture-RVW61157184.htm,"Mar 14, 2022 - Analyst","Alot of free training
great benefits
good work life balance",You may not always have great support in the role you are working
5.0,"Current Employee, less than 1 year",Love working here!,/Reviews/Employee-Review-Accenture-RVW61157207.htm,"Mar 14, 2022 - Management Consulting and Strategy",none,none
5.0,Former Employee,ACN MGR,/Reviews/Employee-Review-Accenture-RVW61176031.htm,"Mar 14, 2022 - Strategy Manager",none,none
4.0,"Current Employee, more than 1 year",N/A,/Reviews/Employee-Review-Accenture-RVW61914251.htm,"Mar 28, 2022 - Consultant",none,none
3.0,"Current Employee, less than 1 year",Review,/Reviews/Employee-Review-Accenture-RVW61900804.htm,"Mar 28, 2022 - Technology Consultant",none,none
5.0,Current Employee,Good firm,/Reviews/Employee-Review-Accenture-RVW61112658.htm,"Mar 13, 2022 - Senior Manager",none,none
5.0,"Former Employee, less than 1 year",Good place to work,/Reviews/Employee-Review-Accenture-RVW61118729.htm,"Mar 13, 2022 - Content Review Analyst",none,none
5.0,"Current Employee, less than 1 year",Great Salary compared to industry!,/Reviews/Employee-Review-Accenture-RVW61124057.htm,"Mar 13, 2022 - Anonymous Employee",none,none
5.0,Current Employee,Good place to start a career,/Reviews/Employee-Review-Accenture-RVW61030348.htm,"Mar 12, 2022 - Corporate Development Analyst",none,none
4.0,"Current Employee, less than 1 year",Good culture and WLB,/Reviews/Employee-Review-Accenture-RVW61816826.htm,"Mar 26, 2022 - Data Engineer",none,none
4.0,Current Employee,2YOE,/Reviews/Employee-Review-Accenture-RVW61817374.htm,"Mar 26, 2022 - Consulting Senior Analyst",none,none
5.0,Current Employee,Looking over position,/Reviews/Employee-Review-Accenture-RVW60988562.htm,"Mar 11, 2022 - Data Analyst",none,none
5.0,"Current Employee, more than 8 years",Interesting work and Good Benenfitd,/Reviews/Employee-Review-Accenture-RVW60974650.htm,"Mar 11, 2022 - Senior Manager","Interesting Projects to Lead 
Great Benefits
Opportunities to grow","Long hours 
Stress
Easy to get lost within the organization"
5.0,Current Employee,Great job for those unsure about what they want todo after college,/Reviews/Employee-Review-Accenture-RVW60981677.htm,"Mar 11, 2022 - Senior Analyst",There are a wide variety of functions and industries to apply your knowledge and develop skills,"With this wide variety of things to do, it is important to take ownership with the career path you take. Only a con if you are undecided"
4.0,Current Employee,alright,/Reviews/Employee-Review-Accenture-RVW61707685.htm,"Mar 24, 2022 - Collections Agent",will promote internally on most teams,pays at lower rate for some jobs
4.0,"Current Employee, less than 1 year",Accenture,/Reviews/Employee-Review-Accenture-RVW61722861.htm,"Mar 24, 2022 - Associate Applications Developer",none,none
4.0,"Current Employee, more than 1 year","Great Work Life Balance, tradeoff with low pay",/Reviews/Employee-Review-Accenture-RVW61725918.htm,"Mar 24, 2022 - CFM Analyst","Flexible hours, frequent promotion cycles. Good stock option plan.",low pay and boring work
4.0,Current Employee,Great place to work,/Reviews/Employee-Review-Accenture-RVW61731582.htm,"Mar 24, 2022 - Senior Strategy Consultant",none,none
2.0,Former Employee,Typical corporate politics. As a minority (non- white woman) found it difficult to advance here.,/Reviews/Employee-Review-Accenture-RVW61782360.htm,"Mar 25, 2022 - Consultant",Diverse high-profile clients and project experience.,"As a minority, didn't feel supported or heard. White women thrive here, while other minorities are still underrepresented and find it difficult to advance here. A lot of mangers and senior leaders are toxic, rude, and elitist."
3.0,Current Employee,Good place to get into the door,/Reviews/Employee-Review-Accenture-RVW61735914.htm,"Mar 24, 2022 - TDP Analyst","Your quality of life is going to be entirely dependent on your project. But if you have no wear else to go, and want the Accenture brand on your resume. Then this place can be a great stepping stone.",Management seems stressed. Seems like they will hire anyone with an ounce of experience.
4.0,Current Employee,Fair company,/Reviews/Employee-Review-Accenture-RVW61661965.htm,"Mar 23, 2022 - Frontend Developer",none,none
4.0,Former Employee,Good place to work overall,/Reviews/Employee-Review-Accenture-RVW61692381.htm,"Mar 24, 2022 - Security Consultant",Many different projects to choose from,They often pin you to a project based on contracts that are already signed. You need to be deliberate about your career direction otherwise you will just be put on open projects.
2.0,"Current Employee, more than 8 years",Good Place to Start Your Career,/Reviews/Employee-Review-Accenture-RVW61759389.htm,"Mar 25, 2022 - Software Engineering Specialist","Good insurance benefits
Flexibility 
Offer Remote Positions","Some teams are very rigorous about requesting time off
Promotions are hard to come by
Bonuses are very small
It is very hard to get fired, meaning even HORRIBLE employees don't get fired"
3.0,"Former Employee, more than 1 year",Enterprise Reputation with all the Corporate Baggage,/Reviews/Employee-Review-Accenture-RVW61564100.htm,"Mar 22, 2022 - Client Service Delivery Manager",Having Accenture on your resume does wonders for getting people's attention. They have a solid reputation as a Fortune 500 consultancy and people love to see you have that experience.,"There is a regular practice of ""managed attrition"" so, expect to watch incredibly talented people be culled from the heard."
3.0,Former Employee,Deli,/Reviews/Employee-Review-Accenture-RVW61642299.htm,"Mar 23, 2022 - Deli Associate",none,none
3.0,"Current Employee, more than 1 year","Good culture and benefits, but hard to grow in",/Reviews/Employee-Review-Accenture-RVW61642860.htm,"Mar 23, 2022 - Business Data Analyst","- Not too difficult to start a career here
- Good place to start a professional career with little/no experience or education 
- Lots of on-the-job training to catch you up
- Great employee benefits and resources 
- Good work/life balance 
- Chill managers (except for a few projects)","- Low starting salary
- Salary increases are very small
- Takes a while to “rank up”
- Managers often keep you in a “box” and don’t like when you try to expand outside of that “box”
- Hard to get bonuses, especially in the first few years"
3.0,"Current Employee, more than 3 years",Good experience,/Reviews/Employee-Review-Accenture-RVW61661481.htm,"Mar 23, 2022 - Management Consultant",none,none
3.0,Current Employee,Its Ok,/Reviews/Employee-Review-Accenture-RVW61666948.htm,"Mar 23, 2022 - Customer Service Representative (CSR)",none,none
3.0,Current Employee,Test lead/PPO/Scrum Master,/Reviews/Employee-Review-Accenture-RVW61677884.htm,"Mar 23, 2022 - Senior Analyst","Good team culture.
Strong job security.
Huge areas for certs and personal growth.","Revenue and sales based.
Some projects can be outdated technologies.
Hard to move up corporate ladder even with high reviews."
5.0,"Current Employee, more than 5 years",Very good company to work for,/Reviews/Employee-Review-Accenture-RVW60808766.htm,"Mar 8, 2022 - Project Manager",none,none
5.0,Current Employee,Excellent Collaboration,/Reviews/Employee-Review-Accenture-RVW60855155.htm,"Mar 9, 2022 - Managing Director",none,none
4.0,"Current Employee, more than 1 year","Good pay, not a lot of structure",/Reviews/Employee-Review-Accenture-RVW61601171.htm,"Mar 22, 2022 - Technology Development Program",none,none
2.0,"Current Employee, more than 3 years",Good learning environment...,/Reviews/Employee-Review-Accenture-RVW61616483.htm,"Mar 22, 2022 - Senior Data Scientist","- Exposure to so many different projects helps with gaining experience very quickly
- Access to great people: A lot of talent across the globe
- Good PTO and 401K matching","- Quality of managers in senior roles: Hit or miss. 
- Projects are sold to clients for timeslots way shorter than what they should be - to have a healthy pace
- No RSUs"
1.0,"Current Employee, more than 1 year",Probably Better Before Covid,/Reviews/Employee-Review-Accenture-RVW62674391.htm,"Apr 12, 2022 - SAP Consultant",Work with lots of smart people. Plenty of resources. Good pay.,"Lots of people quit and left me with little to no network. Being as large as it is, there is a lot of red tape, and it is sometimes hard to understand how the company works."
1.0,"Current Employee, more than 3 years",.,/Reviews/Employee-Review-Accenture-RVW62688817.htm,"Apr 12, 2022 - Anonymous Employee",Company has fairly decent benefits.,"Can't work from home, complete disrespect toward employees, blatantly lie about pay raises and changes in company 'policy'"
5.0,"Current Employee, more than 1 year",Build your own experience,/Reviews/Employee-Review-Accenture-RVW60763466.htm,"Mar 7, 2022 - Strategy Senior Analyst","a lot of flexibility and autonomy
salary is on par with other top tier firms
stock purchase plan available","can be heavy hours
bonuses are below the market average"
5.0,"Current Employee, more than 1 year",Been fun so far,/Reviews/Employee-Review-Accenture-RVW60775798.htm,"Mar 7, 2022 - Business Analyst","Team environment, comp, and opportunity",Very rigid hours of work
4.0,"Current Employee, more than 1 year",Great Benefits,/Reviews/Employee-Review-Accenture-RVW61508900.htm,"Mar 21, 2022 - CFM Analyst",Accenture offers great benefits to its employees,Luck dictates if you will be joining a good lead! haha
4.0,Current Employee,Good,/Reviews/Employee-Review-Accenture-RVW61510771.htm,"Mar 21, 2022 - Consultant",none,none
5.0,"Current Employee, more than 5 years",Diverse and Growth-Driven,/Reviews/Employee-Review-Accenture-RVW60598285.htm,"Mar 3, 2022 - Senior Manager","1) Diverse talent pool across consulting, strategy, technology, interactive, and operations arms
2) Wide reach across industries in client portfolio - great place to learn how different businesses operate
3) Career progression is encouraged and supported - People Lead program helps provide dedicated support and counselling in career advancement and skill focus areas","1) Can be difficult to navigate the large organization - individual practices and groups often feel like siloed pods
2) Overall experience within Accenture can be highly varied depending on project, team, and engagement"
3.0,Current Employee,Rough for entry level,/Reviews/Employee-Review-Accenture-RVW61545818.htm,"Mar 21, 2022 - Digital Analyst","Great clients
Great tech
Kind coworkers
Great benefits and opportunities","Can give you ANY project
Work experience really depends on projecg"
3.0,"Current Employee, more than 10 years",Working at Accenture Legal,/Reviews/Employee-Review-Accenture-RVW61460221.htm,"Mar 20, 2022 - Senior Legal Counsel, Corporate Law","- The quality of the people you work with in the Legal Group
- The interesting nature of the subject matter and material
- The ability to work with very smart (internal) business clients
- The opportunity to do many different types of work","- Not a traditional in-house job as you will work as if you were in a Law Firm (without the billable hours or the corresponding compensation)
- The constant 24/7 nature of the demands to constantly work harder and faster
- The trend towards an up-or-out culture
- The compensation provided to attorneys is below market for the pace, volume and intensity the work.
- Bare minimum efforts to acheive diversity in leadership ranks"
3.0,Current Employee,Great,/Reviews/Employee-Review-Accenture-RVW61490770.htm,"Mar 21, 2022 - Senior Software Engineer",none,none
5.0,Current Employee,Great place to work!,/Reviews/Employee-Review-Accenture-RVW60656897.htm,"Mar 4, 2022 - Manager",none,none
4.0,"Former Employee, more than 3 years","Great experience, but hard to find work-life balance",/Reviews/Employee-Review-Accenture-RVW61396080.htm,"Mar 18, 2022 - Senior Consultant",You gain experience in dog years.,"You age in dog years. Depending on the project, you'll work between 50 and 84 hours a week, with most weeks around 60."
4.0,"Current Employee, more than 10 years",Great place for beginners,/Reviews/Employee-Review-Accenture-RVW61430035.htm,"Mar 19, 2022 - Associate Manager",none,none
3.0,"Current Employee, more than 1 year","Diverse ""Business of Projects""",/Reviews/Employee-Review-Accenture-RVW61412814.htm,"Mar 18, 2022 - Instructor Specialist","Diversity of skillset, Exposure to differing industries, Meritocracy,","Short projects, Stressful job load, Short Term Senior Leadership, starts to display 'temp' worker tendencies even if you are considered an FTE, Success finding a new role as your project ends depends on who you know, not what you know. Not stable."
3.0,"Current Employee, more than 1 year",Highly political and unfair,/Reviews/Employee-Review-Accenture-RVW61413225.htm,"Mar 18, 2022 - Sales Director",Great talent and capabilities. Good for consulting,Political and biased culture. Too complex sales structure
5.0,"Current Employee, more than 10 years",An amazing company to learn about skills needed to run your own company eventually,/Reviews/Employee-Review-Accenture-RVW60630516.htm,"Mar 4, 2022 - Principal Director","People - Very skilled employees and all are willing to help when you run into challenges that you haven't dealt before
Clients - You get to show your passion and results to top tier clients and client executives
Pay - Fair compensation with better benefits.","If you are a experienced hire from the industry, you should get to experience true consulting but having no network in the initial days could be overwhelming. Just stay the course, invest time wisely in building true relationships, you will enjoy the experience."
5.0,Former Employee,Great company,/Reviews/Employee-Review-Accenture-RVW60636922.htm,"Mar 4, 2022 - Program Specialist",none,none
5.0,"Current Employee, more than 1 year",Collaborative and Career Enriching,/Reviews/Employee-Review-Accenture-RVW60642427.htm,"Mar 4, 2022 - Senior Manager",none,none
4.0,Current Employee,Great learning ground,/Reviews/Employee-Review-Accenture-RVW61345300.htm,"Mar 17, 2022 - Analyst",none,none
4.0,Current Employee,CFM Specialist,/Reviews/Employee-Review-Accenture-RVW61348742.htm,"Mar 17, 2022 - Client Financial Management Specialist",none,none
4.0,Current Employee,Good company if you want to work from home,/Reviews/Employee-Review-Accenture-RVW61351583.htm,"Mar 17, 2022 - Senior Analyst",none,none
