UserName,Handle,Timestamp,comment,responding,images,Comments,Likes,Retweets
Accenture,@Accenture,2021-05-18T15:52:01.000Z,"Accenture
@Accenture
·
May 18, 2021","AI-powered advances—like predictive text and voice recognition—can contribute to a more inclusive, accessible work environment. Read more: https://accntu.re/3opQcjP
ALT
15
47",https://pbs.twimg.com/media/E1roD-QWYAQO0T4?format=jpg&name=small,,15,47
Accenture Retweeted,@Accenture_US,2021-05-18T13:19:30.000Z,"Accenture US
@Accenture_US
·
May 18, 2021","Companies can drive change and help create a sustainable future—and we’re proud to be named to the 
@3BLMedia
 Best Corporate Citizens list again this year. https://accntu.re/3win3JM
8
29",https://pbs.twimg.com/media/E1rFJy8XsAQQ4Bw?format=jpg&name=small,,8,29
Accenture Retweeted,@AccentureCmty,2021-05-17T16:51:39.000Z,"Accenture Community
@AccentureCmty
·
May 17, 2021","Today is May 17th, also known as #IDAHOT, a day for raising awareness about—and preventing—LGBTQ+ discrimination. Our Beck Bailey shares the history of how it came to be: https://accntu.re/3wcaHTx #IDAHOBIT #PrideAtAccenture
ALT
10
27",https://pbs.twimg.com/media/E1msGE7XIAA1wKO?format=png&name=small,,10,27
Accenture,@Accenture,2021-04-27T14:21:18.000Z,"Accenture
@Accenture
·
Apr 27, 2021","Change is all around us. Whether it's seismic or small, we can make it work for you and your business: https://accntu.re/3u0vvg4
6
21",https://pbs.twimg.com/media/Ez_J5oSVIAkYPor.jpg,,6,21
Accenture,@Accenture,2021-04-26T15:45:18.000Z,"Accenture
@Accenture
·
Apr 26, 2021","Wherever your business goes, you need cybersecurity that covers it all. See how we can help: https://accntu.re/32Pn8Is
1
4
23",https://pbs.twimg.com/media/Ez6Ti_fXIAAzQsu.jpg,1,4,23
Accenture,@Accenture,2021-04-26T13:17:10.000Z,"Accenture
@Accenture
·
Apr 26, 2021","Today, we celebrate #LesbianDayOfVisibility! Christie shares how she supports the next generation of LGBT+ leaders—and how you can, too: https://accntu.re/3nmhOpc
ALT
1
12
56",https://pbs.twimg.com/media/Ez5xpLxWQAIxbm1?format=jpg&name=small,1,12,56
Accenture,@Accenture,2021-04-25T21:00:21.000Z,"Accenture
@Accenture
·
Apr 25, 2021","No matter your business, Cloud First helps you achieve your value first. See what's possible: https://accntu.re/3xlPvvF
0:28
6,132 views
4
23
57",https://pbs.twimg.com/profile_images/1422639280900423684/eqG8iwcG_normal.jpg,4,23,57
Accenture,@Accenture,2021-04-23T13:12:13.000Z,"Accenture
@Accenture
·
Apr 23, 2021","Sustainability = the new barometer of success. Here's how the #forerunners from growth markets are becoming environmental stewards that benefit all stakeholders: https://accntu.re/3veppZZ
1
4
18",https://pbs.twimg.com/media/EzqTvTrXoAcEdE_.jpg,1,4,18
Accenture,@Accenture,2021-04-23T12:54:17.000Z,"Accenture
@Accenture
·
Apr 23, 2021","Come help us make incredible experiences for people everywhere. https://accntu.re/3vaCqDA
4
18",https://pbs.twimg.com/media/EzqPomLXMAUkeCK.jpg,,4,18
Accenture,@Accenture,2021-04-22T15:04:23.000Z,"Accenture
@Accenture
·
Apr 22, 2021","Every day is Earth Day. We’re committed to climate action and achieving net-zero emissions by 2025. Learn more: https://accntu.re/2QrMGZo #EarthDay
ALT
1
23
57",https://pbs.twimg.com/media/Ezlj0wsWQAEV1-o?format=jpg&name=small,1,23,57
Accenture,@Accenture,2021-04-15T15:07:00.000Z,"Accenture
@Accenture
·
Apr 15, 2021","See how #IntelligentOperations can transform your business  (no actual  required). https://accntu.re/3x0uBC8
4
22",https://pbs.twimg.com/amplify_video_thumb/1382711969178869760/img/MRR7i2CVpZ9q5lTi.jpg,,4,22
Accenture,@Accenture,2021-04-14T18:04:08.000Z,"Accenture
@Accenture
·
Apr 14, 2021","Empower your people and transform your business with #IntelligentOperations. https://accntu.re/2QgZKAy
6
26",https://pbs.twimg.com/amplify_video_thumb/1382394224331620353/img/pe3PTnEX0ZKCz2Cd.jpg,,6,26
Accenture Retweeted,@MSCloud,2021-04-02T17:00:11.000Z,"Microsoft Cloud
@MSCloud
·
Apr 2, 2021","Why is #ZeroTrust so important for enterprise security? Find out from 
@AccentureSecure
 Global Managing Director 
@ckellybissell
 and Microsoft Security CVP 
@vasujakkal
 at #Envision: https://msft.it/6014VVrvw
2
20
32",https://pbs.twimg.com/media/Ex--h-7XMAQn0hV.jpg,2,20,32
Accenture,@Accenture,2021-04-14T08:49:58.000Z,"Accenture
@Accenture
·
Apr 14, 2021","Which tech trend do you think will have the biggest impact on businesses in the next 3 years?
Custom technology stacks
8.9%
Multiparty ecosystems
24.3%
Intelligent digital twins
16.6%
Virtualized workforce
50.2%
259 votes
·
Final results
2
5
15",https://pbs.twimg.com/profile_images/1422639280900423684/eqG8iwcG_normal.jpg,2,5,15
Accenture,@Accenture,2021-04-14T08:55:12.000Z,"Accenture
@Accenture
·
Apr 14, 2021","Want to find out more? 

 Stack Strategically: https://accntu.re/2Zli2SC
 From Me to We: https://accntu.re/3rPIVtU
 Mirrored World: https://accntu.re/3dflOF3 
 Anywhere, Everywhere: https://accntu.re/2N7wDOV

#TechVision2021 report 
accenture.com
Technology Trends 2021 | Tech Vision | Accenture
Accenture's Technology Vision 2021 details emerging technology trends that will help companies get back on track & build their future post COVID-19. Read more.
3
7",https://pbs.twimg.com/card_img/1517052401634582529/siq-8Jvd?format=jpg&name=small,,3,7
